2712ea87be5daa57f619222d68b738397f8b214a,DELETE,regular-file,clprompt-0.0.2.vsix,1066389,
f240743ee20d8d62c2854011f2e73712ac7706b4,DELETE,regular-file,clprompter-0.0.3.vsix,1052294,
